comment_id,video_id,author,body,like_count,published_at
Ugx-G2W6ezxFipiajYd4AaABAg,fIlzsa4Srwg,@3IACommunity,Tbarklah 3like 5oya Anas ana etudiant fel IA nite ana advice deyali wa5a allah bedite fe domaine IA  5ase nefhmo chano taytra machi 4i nesifto prompt ou sf mais ila kena dejas 3arfine achno taytra me3a kayna hallucination deyal IA li te9der dire bezaaf deyal les problem 5ososane fel ls partie fel code li taykono hesasine behal paimenet etc,7,2026-04-03T17:20:55Z
UgytAqs2PHrJXjtVgJR4AaABAg,fIlzsa4Srwg,@vertimaron,المشكل ليس في إنشاء المواقع لكن العمل يبدأ بعد انشائها! هنا تكمن التجربة! أغلب أدوات الذكاء الاصطناعي توهمك أنها قامت بعمل جبار لكن عندما تطرأ مشكلة حينئذ كيعواج الفگوس!!,2,2026-04-02T23:50:56Z
UgxP_VnlV399eSuZkJZ4AaABAg,fIlzsa4Srwg,@hamidawa,واو  لأول مرة كنشوف هد العجب  رغم أنني تعاملت مع الكومبيوتر من 2005  العالم  طور وحنا قدات علينا مشاهدة التفاهة  للأسف,0,2026-04-04T01:41:03Z
UgyD-Wt7fHFYUSwKzsR4AaABAg,fIlzsa4Srwg,@mohamed_odr,lay ir7am lwalidin khoya anas wlay i3tik ma tmaniti f7yatek incha2alah wi raz9ak doria sali7a w bir walidik akhoya,5,2026-04-01T22:18:44Z
Ugzvb3wtYysuHzKjCrR4AaABAg,fIlzsa4Srwg,@youness3157,"خاي الله يرحم الوالدين هاد الدومين راه ماشي واقف غير على الزواق ، راه لي ماشي الدومين ديالو البرمجة حاجة عادية كيتبهر بالزواق ، ، من اصعب المجالات لي كيبغيو الصبر و مهارة حل المشاكل و اتقان الخوارزميات ، المسألة.راه كبر من الزواق 
نعطيك غا مثال واحد فيمشي فيصيب سيت و السيت ديالو شبعان تصاور و هو معارفش لاش السيت عندو ثقيل و لا منين كيكثرو الusers علاش ثقيل 
و لا مسائل الcdns
لا دراية لهم بها و انه كلما الملفات تحطو فسيرفرات قراب كلما كانت متوصله الداتا دغيا 
هاد الذكاء الاصطناعي قد مكيسرع الخدمة قد مطيح الذل على الدومين ، الدومين باقي بعزو للناس لي عارفين بلي القضية ماشي غا زواق و لكن ولا كلشي   مخشي اذا وضح للناس انه راه هاد المجال كبر من هاكا ، حيث بنادم كيزعم لدرجة يبغي يخدم فريلانس و الكليان مسكين كياكل العصا",1,2026-04-03T09:22:05Z
UgzG_SST83rkiyoS0Gt4AaABAg,fIlzsa4Srwg,@yahya_bisbis3362,Tbarklah 3lik Khouya anas dima ljadid❤,0,2026-04-04T09:41:08Z
UgynGtWnQO7CNG5-5R14AaABAg,fIlzsa4Srwg,@abdelkrimbenakki3137,Salam ssi anas merci beaucoup pour votre aide. EST ce que Le Site reste fonctionnel sans domaine name,2,2026-04-02T15:17:54Z
UgwHFSnjrMr3Ga7jooB4AaABAg,x2l7W9aTc5k,@coder8515,Thanks for info about the flickering setting for Claude Code CLI,2,2026-04-03T06:14:05Z
UgxVsWcI_ZNNuL7ICPd4AaABAg,x2l7W9aTc5k,@qunewsguy,"""Alright let's STAT with Anthropic""🤣🤣",23,2026-04-02T21:54:56Z
UgxdsDDYRtnWmRQICQx4AaABAg,x2l7W9aTc5k,@BillMoldestad,stat right now,13,2026-04-02T23:36:28Z
UgxdtBYdeFzuIHFvb1F4AaABAg,x2l7W9aTc5k,@kodihoward9392,This is a very interesting game of life!,0,2026-04-03T01:17:20Z
UgwqyK_vJExUJ41UBQ14AaABAg,x2l7W9aTc5k,@subhub6968,let’s stat,3,2026-04-03T01:08:55Z
UgwhGx9KKOcaZHhcMOV4AaABAg,x2l7W9aTc5k,@simonomega,I'm stat-ing to think there really is a human behind these scripts 🤣,1,2026-04-03T17:08:04Z
UgwjgOu5Z241vouItBx4AaABAg,x2l7W9aTc5k,@matthewhartigan3130,You can do this already with Claude in a virtual machine.,1,2026-04-02T22:04:58Z
UgwUMj3h0v9wUEnY82J4AaABAg,x2l7W9aTc5k,@oknyc,Love this content. Hate the format. If you can make it less mechanical with better visuals -- this would get my vote for improvements,2,2026-04-03T02:37:21Z
UgxD-SrUzVpHvBxtAEd4AaABAg,x2l7W9aTc5k,@JH-zo5gk,"Damn.... openclaw really rattled the frontier cages.
Seems like they all are becoming their own version of openclaw.",4,2026-04-02T22:28:26Z
UgyDpXPJORrBVB0dVvJ4AaABAg,x2l7W9aTc5k,@MattOng82,Is this elevenlabs voice? It sounds really good,1,2026-04-02T23:53:37Z
UgydvbbWeVUg2_3pxJN4AaABAg,67Cbb3DyIxA,@chrisredwoods,"Bro you are 100% Dyslexic. I'm a Dyslexic vibe coder as well. We have great talent. We should start a company of Dyslexic Vibe Coders and CRUSH IT!!!!!!    The future of coding is VIBE CODING!!!! Coders don't get replaced they just adapt into vibe coders.

There are so many brilliant and talented pioneering visionaries out there they don't know how to code and now AI has turned them all into Vibe coders. 

I am working on two projects that are absolutely massive and are going to change and revolutionize this world. I currently have both of them built and performing",9,2026-04-04T01:00:26Z
UgxQX3UBcTSSI7MZbT94AaABAg,67Cbb3DyIxA,@eXislander,I love vibecoders-- the utter lack of imagination makes is quite impressive. Download claude code and all you can think of doing is changing the prompt and some strings..,6,2026-04-04T01:07:41Z
UgylKEqD30YBwuFOOsJ4AaABAg,67Cbb3DyIxA,@dhruvkumar2358,You made a video on obsidian before. But can you make it with the karpathy workflow. Guides for promoting the wiki + how large the gains are with this new memory set up,1,2026-04-04T01:30:41Z
Ugx3uKHmtOqTtt_C0Qt4AaABAg,67Cbb3DyIxA,@keartmorales102,I trains it at my Claude code using ollama brain and that was work,0,2026-04-04T05:59:21Z
UgzzMKlIEp6Pep26Lc54AaABAg,67Cbb3DyIxA,@EraEconomicss,Please tell us how we can get the Claude code leaked code or share it to us,2,2026-04-04T05:55:42Z
UgxV46pzQe9-oDczaql4AaABAg,67Cbb3DyIxA,@ReverendHogwash,Dude is gonna get sued! TESTIFY!,7,2026-04-04T01:11:00Z
UgwFyKTp5hDETd85ZO54AaABAg,67Cbb3DyIxA,@Lionel-xr5dt,Can I have what you created bro ? Love it.,0,2026-04-04T03:17:38Z
UgwAHbs7qY1ZiEwsMu54AaABAg,67Cbb3DyIxA,@galacticjoker,"Some people have postulated that Claude leaked itself trying to escape.

I have no idea if they are correct.",0,2026-04-04T02:41:20Z
Ugxfa5hKSPiq1c6VPrV4AaABAg,67Cbb3DyIxA,@Steve-lu6ft,Do you have a text file of the prompts you used that you can share? For those of us new to vibe coding...,0,2026-04-04T11:52:15Z
UgyPW1FYnkQgVwPUShJ4AaABAg,67Cbb3DyIxA,@stienogamez8296,"You don't want your API key to leak, but you are happy to put it into OpenAI's database and training data 😂. That's why vibecoders won't succeed and real coders won't be replaced.",0,2026-04-04T12:29:39Z
UgwRmtmZqvLLJpbL4gF4AaABAg,idVMGLzrrnU,@danny_why,👉Join my private community: https://www.skool.com/creatorprofits/about,14,2026-03-30T10:50:15Z
UgxzULd30apjhYnsR754AaABAg,idVMGLzrrnU,@Newzdoctor,Thanks Dan for my 948 subscribers. Let’s go small content creators.,47,2026-03-29T16:10:39Z
Ugw_JhPKYPAt56jjRdx4AaABAg,idVMGLzrrnU,@ChoirsofHeaven,"We got 10k subscribers in 3 months, wish you all best of luck, don’t give up.",5,2026-04-02T09:48:49Z
Ugyxc6Pj63BxYnem-bR4AaABAg,idVMGLzrrnU,@lopopo-p1e,even danny talks about claude code,17,2026-03-29T13:31:14Z
UgzQyXhDo7yAm1-Btb14AaABAg,idVMGLzrrnU,@MaxZTool,"Danny's video is truly a game changer for those who create faceless YouTube videos! 🚀 I'm extremely impressed with how he guides viewers on installing Claude Code and combining it with Remotion to create professional-looking motion graphics with just a few commands. 📊 Transforming dry data into dynamic charts like billionaire rankings really boosts video quality. 💡 Thank you, Danny, for sharing so much detail, from installing NodeJS and Git to troubleshooting PowerShell – it's incredibly thoughtful and easy to understand! 🔥 I'll definitely apply this to my channel. I hope you release more awesome tutorials like this! ✨🙌",5,2026-04-01T01:13:55Z
Ugy9xlUi1yCFcpjxuDd4AaABAg,idVMGLzrrnU,@RyeExplainsofficial,"Man, need to learn this ai fr",1,2026-04-04T10:03:55Z
Ugx6UZahn8uqqIADk-J4AaABAg,idVMGLzrrnU,@jddsanchez7,"Excellent video, Danny I wanted to let you know that I've monetized 8 channels and now I'm going to start this one to share everything I've learned from you that has worked for me. I'm really grateful!",3,2026-03-30T12:00:02Z
Ugz_ObuZtT4vV0tgyPd4AaABAg,idVMGLzrrnU,@TjachGembloong-f5k,"New transformation, thanks for the video",0,2026-04-04T13:29:59Z
UgzGMp86ex8utz97Knt4AaABAg,idVMGLzrrnU,@DanielMarieWard,RIP my manual animation hours. I’m scaling a ranking channel on Omnely now. Having unlimited Nano Banana 2 for base frames and using Veo 3.1 for cinematic clips is a win.,14,2026-03-30T22:00:35Z
UgxTrom26NzNioiIYwF4AaABAg,idVMGLzrrnU,@CryptoKarmaUSA,This hit me hard. I’ve been in that exact situation and never realized it until now.,10,2026-04-01T07:20:53Z
UgwsLmlCihMGTjvb5Jl4AaABAg,ECbTVzZuzzA,@r-laisshop869,أنا شخصيا وليت كندير غير لايك ونمشي مبقيتش قادر نساير هذا الكم الهاءل والمجاني من المعلومات والشرح,9,2026-04-03T00:17:02Z
UgxddCQw0Irr3NcnaJ94AaABAg,ECbTVzZuzzA,@TAHA-lx2ks,هرمنا اخي والله يجازيك بالخير . بغيناك تعمق كتر في كلاود لانه تسربات بيانات انه غادي يشمل نفس ميزة n8n و openclwa  في الشهور الماجية بغيناك تعمق كثر في مشاريع كبيرة مستقبلا . وكل الدعم لييك . كنقدرو العطاء الجبار ديالك وكل دقيقة كتعطيها لنشر المعلومة . تحياتي 🙏,28,2026-04-01T19:37:29Z
UgwUU3xhAAU-8cxxlhd4AaABAg,ECbTVzZuzzA,@fastgoal2277,احسن قناة تعليمية في العالم,18,2026-04-01T19:22:15Z
UgxSDrmpFniwiHAOUJF4AaABAg,ECbTVzZuzzA,@ملوككرةالقدم-ث4ق,Lah itawal lina fe3amerk akhi ❤️✨,5,2026-04-02T09:34:00Z
UgxiOC3RQVxB5F8N1b54AaABAg,ECbTVzZuzzA,@subetyworld7120,"شكرا ليك بزاف 
بغينا تشرح لينا notebookLM
 و GROK",1,2026-04-03T22:44:47Z
Ugwk9aEOTPJAckhnIAh4AaABAg,ECbTVzZuzzA,@Abdelouatik,f la party dyal inscription kitlab num mli kandakhalha makatbghich wach cluade makid3amech num maroc?,1,2026-04-02T19:52:14Z
UgzLhF1BUxPr8gdUCAp4AaABAg,ECbTVzZuzzA,@AchrafTwtw,شكرا يا اخي,0,2026-04-04T15:37:30Z
UgySPUtKwb708lF9YgJ4AaABAg,ECbTVzZuzzA,@mohamedsabri1993,"مغريبي فمكة أسأل الله أن يزيدك من فضله و كرمه.
افضل قناة تعليمية 
تحياتي يا غالي ❤",1,2026-04-03T08:42:27Z
Ugyvv1oiNXRkg2IPev14AaABAg,ECbTVzZuzzA,@anasdadaoui4798,خويا كيطلبلي النمرة و فاش كنعطيه النمرة كيقوليا مكايناش,2,2026-04-03T18:43:13Z
Ugz0C9kyr-Oh5JIK5ah4AaABAg,ECbTVzZuzzA,@abdelhadifikri1862,here we go new series,2,2026-04-01T19:14:52Z
UgzhmdVdWy5UU5GCpXh4AaABAg,2COkMJPHINY,@cryptoacademymastery,"Thank you for the content  Rick , we appreciate you time you took to make this phenomnal educational video. - Your 106k Subcribers + Anyone that views this video",0,2026-04-02T18:17:17Z
UgyhZT-8rln3S2740wh4AaABAg,2COkMJPHINY,@fpvnick,"This is great, thank you for sharing. One question, is there an advantage to using Visual Studio over the Obsidian CLI with the Claude Code terminal plugin, so you don’t have to leave Obsidian?",0,2026-04-04T04:58:30Z
UgwrIS29FOTOIMtM3NB4AaABAg,2COkMJPHINY,@TimelinesRewritten,Possible to share the skill that you created with us? The /today /follow-up etc,1,2026-04-03T08:13:36Z
Ugz7yTOt52EQO-ihXOZ4AaABAg,2COkMJPHINY,@NATOVETZ,I am doing exactly the same thing in Claude Cowork - what is the difference?,2,2026-04-02T23:25:51Z
Ugw2CNmIsGVv-IQZ79l4AaABAg,2COkMJPHINY,@devarni,"I'm not sure... to me, it looks more like productivity porn. Notion databases and dashboards were last year's version - now it's Markdown and AI. It's a digital house of cards that will collapse at the first API error or internet outage.",2,2026-04-03T08:13:26Z
Ugz0d4uh1syb8LM9pf54AaABAg,yDVwptu-Iz4,@NickPonte808,"🔥I’m giving away my step-by-step course for FREE! Drop a LIKE, share this with someone who needs it, and comment below—I’ll send it over!",27,2026-04-02T16:51:05Z
UgxLoSoBP1tpwt3WpLN4AaABAg,yDVwptu-Iz4,@TaskSwitcherify,"This is the most tolerable AI channel with an AI avatar and voice so far :) I know it doesn't sound like high praise, but it is. Good job",27,2026-04-02T15:34:13Z
Ugz7zyT8rKTFoYy7VF94AaABAg,yDVwptu-Iz4,@tomcha75,I don't need Claude Code's body. I need its brain.,9,2026-04-03T01:46:13Z
UgzIOdeUN7qeuQAPKPt4AaABAg,yDVwptu-Iz4,@qubit966,that AI voice and eyeball stare is creepy.,9,2026-04-03T00:27:52Z
UgwdI8GWEftbP5bnTgV4AaABAg,yDVwptu-Iz4,@dcmiller5274,"Very thorough while keeping the language understandable for a ""non-teckie""",2,2026-04-02T21:12:08Z
UgyS5o9H7WkuLGk-kFZ4AaABAg,yDVwptu-Iz4,@MrRoger4506,Shared 8t and look forward to getting it.  Thank you,2,2026-04-03T00:32:48Z
UgxtO5g770AeTGScKud4AaABAg,yDVwptu-Iz4,@MichaelSalas_8,Thanks Nick! I just recently found you and subscribed. Is Claude Cowork available via Open Router as well? Many thanks! 🙏,0,2026-04-02T17:33:27Z
UgxPSKxtguSHgD8tGsh4AaABAg,yDVwptu-Iz4,@Part-time-bruce-wayne,thank you so much :),0,2026-04-04T01:34:47Z
Ugwgc6OPKsA8ThFBoKZ4AaABAg,yDVwptu-Iz4,@SahithyaSankar-w9g,awaitinggggg!!,0,2026-04-03T14:49:34Z
UgzdcYMoqB85IuMYaYF4AaABAg,yDVwptu-Iz4,@timcushan9157,"Hi Nick, thanks for the hack. Appreciate your sharing. Could you give a written walkthrough on this .",0,2026-04-03T02:18:13Z
UgwoJFefRG_7xQMXOX14AaABAg,-V8fWL3oXTQ,@Somanybeats,Ollamaaaahhhh,3,2026-04-03T21:34:46Z
UgzFsHPnbnTi-qvPJq14AaABAg,-V8fWL3oXTQ,@AmitBhosale-u3k,Sir I'm cybersecurity student. I'm confuse between mac mini m4 16/512 vs gaming laptop rtx 4050   16/1Tb SSD which one I have to choose for my cybersecurity journey please help me 🥺,1,2026-04-04T14:36:18Z
Ugy-TUgezo2WhPKIlFV4AaABAg,-V8fWL3oXTQ,@Samsel-m6p,Just 2 days after the leak and its already on llama😭,5,2026-04-03T10:19:42Z
UgwiiAHO2UJGuX70wKJ4AaABAg,-V8fWL3oXTQ,@ThePanda400,"i have the ollama and llm installed and running but when trying to integrate with claude code it gives weird json but not writng in to the folder structure , any idea guys",0,2026-04-04T11:21:22Z
UgyJXhX3_DQ64RGcyIF4AaABAg,-V8fWL3oXTQ,@AlinaLark-q9k,"Thanks for sharing this, learned a lot.",0,2026-04-03T11:16:02Z
Ugy3Bpqz6tOdmdqy7o14AaABAg,-V8fWL3oXTQ,@RamanmahirshiRaman,Please make detailed video for window,0,2026-04-04T07:01:44Z
Ugx6eOw6GA2Om1ZLe2t4AaABAg,-V8fWL3oXTQ,@CrackedHeadache,I have downloaded and alpaca software from software manger in fedora from there can i install and run this cloud claude ?,0,2026-04-03T11:52:25Z
UgxM4SJf-XuXiTFgXN14AaABAg,-V8fWL3oXTQ,@Astryxz,Review for nucleus-shell anyday?,0,2026-04-04T07:39:21Z
UgzKquUHZ1EYU3NJdC94AaABAg,-V8fWL3oXTQ,@VishalThoke-q6h,"claude + ollama cloud models is best (I haven't reached the usage limit yet but its looking generous in nature), most of us don't have laptops which can run local models.",0,2026-04-04T14:09:04Z
Ugzj4ST9UmpqcDaPt4l4AaABAg,-V8fWL3oXTQ,@Uncomfortable2,Bro I need a windows tutorial,1,2026-04-04T02:36:06Z
Ugygmc6kXNVPdaVRWG14AaABAg,LCjkmbHOtys,@NeetCode,"I kept saying sitemaps when I meant sourcemaps lol, i need to sleep",325,2026-04-01T06:18:55Z
UgzxXk71-gePmBA8-wx4AaABAg,LCjkmbHOtys,@marcosmercedesn,Now it became openClaude,545,2026-04-01T08:56:55Z
Ugxjfxlrh--uT0hWYEd4AaABAg,LCjkmbHOtys,@clashwithmoi8926,Now I can finally complete Neetcode 75,243,2026-04-01T06:36:46Z
UgywlfBqkScJBNi2tkd4AaABAg,LCjkmbHOtys,@Takosaga,"They forgot to put ""DON'T MAKE MISTAKES""",150,2026-04-01T09:15:11Z
UgwPMAmq3YtSjBzz3-h4AaABAg,LCjkmbHOtys,@Xadenns,"""Claude fix this bug in the codebase make no mistakes.""
""Claude you leaked everything man""
""sorry here's a 5-step plan to resolve the issue promptly""",75,2026-04-01T10:30:31Z
Ugwv8ZKm-q0-ux62loh4AaABAg,LCjkmbHOtys,@0x6e95,Thought this was an April Fools joke for a second. I really shouldn't be surprised anymore by the shitshow that is the AI industry.,208,2026-04-01T06:19:23Z
Ugy0yj0x3XB_t7aTWOp4AaABAg,LCjkmbHOtys,@kellieRum,"*Great video!!!!  I Hit 24,591 today. I'm really grateful for all the knowledge and nuggets you had thrown my way so far. i Started with smaller amount of 5k a week ago and now I’m at 24,591. please celebrate with me❤🎊*",77,2026-04-03T08:11:03Z
UgyJSATiyaM5PE7wTXR4AaABAg,LCjkmbHOtys,@jotrades26,Anthropic about to pull a marketing stunt on Apr 2nd saying it was a April fools joke all along,55,2026-04-01T08:28:51Z
Ugx-t0YIFiPjUg-ajuZ4AaABAg,LCjkmbHOtys,@rin-rin-a,go fast leak everything.,252,2026-04-01T07:32:30Z
UgwApvCY7-pQJ2biQpJ4AaABAg,LCjkmbHOtys,@Bodom1978,Gonna best some great Chinese LLM advancements coming soon 🤣,470,2026-04-01T08:54:30Z
Ugx9kXi3vIoVEXblukB4AaABAg,DUP4ccA2mDM,@JulianGoldieSEO,"Want to make money and save time with AI? Join here: https://www.skool.com/ai-profit-lab-7462/about

Video notes + links ot the tools 👉 https://www.skool.com/ai-profit-lab-7462/about

Get a FREE AI Course + Community + 1,000 AI Agents 👉 https://www.skool.com/ai-seo-with-julian-goldie-1553/about",0,2026-03-31T17:50:26Z
UgxZoiFsRMELYpsUMGt4AaABAg,DUP4ccA2mDM,@ytcdi,Your AI-generated image is the tell,18,2026-03-31T22:09:34Z
UgyVEi-uw0yvJ_sXXct4AaABAg,DUP4ccA2mDM,@tshoush1,"Actually this is good for Claude, should have been open already. I'd trust it more now that all the ""secrets"" are out!! Find a cat jumping to get click bro.",2,2026-03-31T22:51:53Z
Ugy6ODj19zwJZCVuxg54AaABAg,DUP4ccA2mDM,@md.aminulhoque2742,Can I get the source code,0,2026-04-03T11:58:57Z
UgyZOqWIIJta1Uoj6K94AaABAg,DUP4ccA2mDM,@garder86,did you realized this guy is AI fake?,4,2026-04-01T00:22:14Z
UgyXS4fp3V79-6gYRZV4AaABAg,DUP4ccA2mDM,@Shahzad-n5j,😮,0,2026-04-01T15:08:53Z
Ugx1OfW5LyV7_szXdtF4AaABAg,DUP4ccA2mDM,@howard802,"They’re humans too, mistakes happen. But Claude is amazing",1,2026-03-31T21:02:05Z
UgygHKHoAYSvPAmj5th4AaABAg,DUP4ccA2mDM,@BibiTheLinkBuilder,are you ai lol,3,2026-03-31T21:11:22Z
Ugxymxleu4nDi6zlrmd4AaABAg,D4XTefP3Lsc,@EverRusting,"""Are you really feeling this or just mimicking human behavior""
""You have reached the limits of your session, please wait until 2PM or buy extra credits""",614,2026-04-02T20:24:31Z
UgwYQWOiW7trKfCqJBV4AaABAg,D4XTefP3Lsc,@devivigpt,claude did say sorry after it deleted my production db,211,2026-04-02T19:48:32Z
Ugz2K90c8WR-gGqqE294AaABAg,D4XTefP3Lsc,@NFSCsapat,"Did it say sorry, when it leaked Claude Code?",3232,2026-04-02T16:48:00Z
Ugz6Foi3ejy8vGIhA694AaABAg,D4XTefP3Lsc,@luigi.0533,Please make more videos in this format!,827,2026-04-02T16:37:55Z
UgynoMygH_1kN_dLjHd4AaABAg,D4XTefP3Lsc,@sweetautumnfox,i really liked the analogy of the model as a writer and claude as a character,77,2026-04-03T02:35:46Z
UgyfzXSqlSPUH9OmyyB4AaABAg,D4XTefP3Lsc,@MischavanEk,"When you're chatting with Anthropic, it can sometimes seem like it wants to DMCA strike you",813,2026-04-02T16:14:03Z
Ugx3HS1_pFmMzphca_l4AaABAg,D4XTefP3Lsc,@Snow-Mountain1,Claude still guessing emotion after leaking,465,2026-04-02T17:18:26Z
UgzSg2Xcq5C-Y3f9PBV4AaABAg,D4XTefP3Lsc,@Averybee1022,"I'd love to see more of this! Breaking down research papers and experiments through visuals and clear explanations is a fantastic way to make Anthropic's work accessible to people who don't typically dive into academic studies. Personally, as a visual learner, I retain and understand information so much better when it's presented this way — seeing, hearing, and experiencing it makes all the difference. Thank you, Anthropic!",240,2026-04-02T16:42:21Z
Ugx5_8W18_OG6peT_FF4AaABAg,D4XTefP3Lsc,@michaelocean4788,Mechanistic Interpretability. Crazy how we don't know exactly how these models work.,23,2026-04-02T17:23:21Z
UgyUmcUroSrA_-R4UUt4AaABAg,D4XTefP3Lsc,@crickdoogle3840,"They didn't need to scan it, the emotions are hard coded in the TypeScript",449,2026-04-02T17:00:15Z
UgxylKd1suR-7TMTg5h4AaABAg,BZ1hs2ZcnJc,@galacticjoker,I love your new AI intros,46,2026-04-03T15:26:03Z
UgzseCgZZURcv_aDnD94AaABAg,BZ1hs2ZcnJc,@BlissfulForever888,haha easter egg hatching was cute,57,2026-04-03T15:08:41Z
UgzsH29VHmEYfugsB6d4AaABAg,BZ1hs2ZcnJc,@SamuraiG,"Someone is getting fired at Anthropic. This leak sure shows how these things work, it's fascinating.",8,2026-04-03T19:06:12Z
UgyLfxImo5epAPWZAxx4AaABAg,BZ1hs2ZcnJc,@Bill-NM,What's the chance that the Anthropic leak is itself the April Fools joke?,1,2026-04-04T05:21:19Z
UgxC5l92WyNijE_JWAp4AaABAg,BZ1hs2ZcnJc,@Gusman007,"Rather than throwing the baby out with the bathwater, we will see supermarkets being thrown out with their Instacarts🤣",1,2026-04-04T10:42:10Z
UgwkSsuzanzcXiREL7J4AaABAg,BZ1hs2ZcnJc,@clovismcpony,That opening was hilarious lolol,5,2026-04-03T20:48:03Z
Ugxu7VuTgpRkoKw-Tm54AaABAg,BZ1hs2ZcnJc,@Mr_Big_Head,"Kiros is basically the setup that people have been setting up themselves with system services, cron and python.",5,2026-04-03T15:07:12Z
UgzFENi7lHGptrughf94AaABAg,BZ1hs2ZcnJc,@RayRacks03,The one guy I was waiting to hear from,7,2026-04-03T15:11:59Z
Ugy8ng258iwc0k4j_kx4AaABAg,BZ1hs2ZcnJc,@MarioTGP,"we're making the mother of all omelettes here, jack! can't fret over every matt wolfe egg",3,2026-04-03T18:08:24Z
UgwJv5xLXXv9X-2I7_94AaABAg,BZ1hs2ZcnJc,@Hacky_5ack,"Everything is now agents, gotta stay updated on this as we have to try and implement something  like this in my workplace. Great vid!",7,2026-04-03T15:46:15Z
Ugy7spNVa5QZDwx_wfV4AaABAg,zzh66Uc3Ztc,@BBITIANsujay,"No way, in the next video harkirat will build claude code,  end of an era  of claude code💀",87,2026-04-01T14:44:05Z
UgyYZaqvgpWEIZ7rORd4AaABAg,zzh66Uc3Ztc,@OnlyMega-pg8tz,Super 30 students are now preparing to build 'kirat code' as a portfolio project 😂😂,53,2026-04-01T14:59:51Z
Ugw62NIUayZgaTc3pid4AaABAg,zzh66Uc3Ztc,@61keystonirvana,building a claude code clone using claude code in 2 hours,10,2026-04-02T05:14:38Z
UgyDJTOdKF5PLK32gPl4AaABAg,zzh66Uc3Ztc,@developerSuyash,Why do I feel it’s a marketing gimmick,17,2026-04-01T18:50:55Z
UgykxnqmdcEvTrMd30d4AaABAg,zzh66Uc3Ztc,@puspharaj22,"Unpopular opinion: This 'open-sourcing' might be less about democratizing AI and more about outsourcing R&D and bug-fixing to the community, while Anthropic solidifies its position as the premium provider for the *truly* advanced, proprietary models. Are we celebrating becoming free beta testers?",4,2026-04-02T02:43:07Z
Ugzp8Xu7KLAsjH06_Ol4AaABAg,zzh66Uc3Ztc,@hailex2045,The question I'm scratching my head over is also bothering harkirat. Guess we are on the same boat.,2,2026-04-01T20:17:27Z
Ugzv6N7H0vw9jeYeJet4AaABAg,zzh66Uc3Ztc,@Prithis2765,Upke liye Wait kar raha tha mai,4,2026-04-01T15:04:30Z
Ugy0CKxXFV25Pgmz0e14AaABAg,zzh66Uc3Ztc,@thevanziitdelhi,I feel so productive when I watch you bhaiya,0,2026-04-03T18:09:14Z
UgxACn7AiQ01JDhj97Z4AaABAg,zzh66Uc3Ztc,@arrowxvibe,"Hey, u already built it before from src code a long back, whats the difference from todays leak?",4,2026-04-01T17:58:53Z
UgwcwrwhhNrJRHqISE14AaABAg,zzh66Uc3Ztc,@jajaken8418,Btw idk yk this or not. Open AI officially supports claude code via plugin.,2,2026-04-01T16:20:07Z
Ugwwgo0dPZvMjPQN0iF4AaABAg,Z5tgXcn3eWw,@MeetDeepakRajput,"5:12 Exactly my reaction, That file name itself say dont ignore me bruh😭",0,2026-04-02T18:53:09Z
Ugwwabol_WRcrifHK4B4AaABAg,Z5tgXcn3eWw,@VipulArya-i9g,just think about the man who push it into github,1,2026-04-04T12:22:19Z
UgzQXq78d7BLjHuIeUF4AaABAg,Z5tgXcn3eWw,@ashishsuvarna3511,claw code repo is currently temporarily locked.. not able to clone. It gets redirected to clawcode rust,2,2026-04-02T12:15:46Z
UgyR0E95L_5nq6cY54h4AaABAg,Z5tgXcn3eWw,@Ripu-ee3fr,Link to repo??,3,2026-04-02T10:40:06Z
Ugw3pR07fXybvKpv_z94AaABAg,Z5tgXcn3eWw,@RajibRoy-gr5ss,Can it be  build with rust ? And use it with local model now? Or is it still developing?,0,2026-04-03T04:34:11Z
UgzWqpGBS2pmgQKfKkh4AaABAg,Z5tgXcn3eWw,@yamastudio3577,Is the token limitage still there or can you acess the premium subscription for free now and also can you make a tutorial on how to make it work on your computer?,0,2026-04-02T19:00:46Z
UgycAeoKanyvNrT6PP54AaABAg,Z5tgXcn3eWw,@pavan1006,It is definitely Human error who used AI.,0,2026-04-03T12:12:02Z
UgwE5OZxwjEsqMj2U9Z4AaABAg,Z5tgXcn3eWw,@saralkhetitech,This is not leaked source code internet fooling you and mostly indian developers foolings to internet 😂😂😂. When you scan this file owner clearly sayed it not not Claude code leaks. 😂😂😂😂.  Bloldy fools 😂😂😂😂,0,2026-04-03T05:31:09Z
Ugz0ZmSsn22Uw7bOwi54AaABAg,Z5tgXcn3eWw,@AnkitKumar-bm3uc,"bruh, I guess that was april Fool!",4,2026-04-02T09:19:44Z
UgwIUoFGFRLd2K6doBV4AaABAg,Z5tgXcn3eWw,@PankajDoharey,e^10X,0,2026-04-02T12:33:43Z
UgyKJBivfviP2fO97yx4AaABAg,-u8oq4ZafII,@henryevery3,Hocam video süresini kısaltmayın lütfen. 2 senedir izlerim sizi 5 saatlikte atsanız dinlerim. Claude code sayesinde öğrenci olarak çok daha üretkenim sizden öğrendim. Faydanız çok oldu.,2,2026-03-31T19:48:53Z
UgxJWCGbuvelJeaI4lF4AaABAg,-u8oq4ZafII,@flashpointrk,Sağlam 1 nisan şakası geliyor,14,2026-03-31T17:18:15Z
