platform,tweet_id,author_handle,author_name,text,created_at,url,is_official,source_query,has_media,likes,retweets,replies,views,bookmarks,author_followers,engagement_score
x,2040487678181806484,AzureStudyset,Aaron,"@BrianRoemmele Oh!  Wait this might be the other way around!  I'd thought our moons looked alike, but that may actually have been AI scraping THEIR page on Apr 1st when I started vibe coding the app with Claude and Codex! 🤔  https://t.co/Azppx7K37j https://t.co/CmfB6gRpig",Sat Apr 04 17:52:27 +0000 2026,https://x.com/i/status/2040487678181806484,False,vibe coding Claude,True,0,0,0,17,0,13,17
x,2040485381309649099,Joestar_sann,Joestar,the only alcohol i drink lately  vibe coding is an addiction and this is my poison https://t.co/cpfXBLeIQP,Sat Apr 04 17:43:19 +0000 2026,https://x.com/i/status/2040485381309649099,False,vibe coding Claude,True,6,0,6,67,1,5508,67
x,2040484217826463952,Maziiiarkrm,Maziar,@zacxbt @bridgedgg which vibe coding thingy you used?  no code platform or something like claude code?,Sat Apr 04 17:38:42 +0000 2026,https://x.com/i/status/2040484217826463952,False,vibe coding Claude,False,0,0,0,10,0,384,10
x,2040483614400377005,DSudzumia,Senna,"I'm literally working on making a mod for barotrauma via purely vibe coding it with the help of claude code, cuz it's been years since I've worked with C# and this is how I feel each time it finally manages to do the feature in the way I imagined it",Sat Apr 04 17:36:18 +0000 2026,https://x.com/i/status/2040483614400377005,False,vibe coding Claude,False,0,1,0,9,0,43,9
x,2040482037145248143,ryan_tech_lab,Ryan Craven,"The vibe coding community figured out CLAUDE_CODE_AUTO_COMPACT_WINDOW=200000 before Anthropic documented it.  That’s not a community win. That’s a product failure.  If your power users are reverse-engineering environment variables to stop your tool from breaking mid-session, you",Sat Apr 04 17:30:02 +0000 2026,https://x.com/i/status/2040482037145248143,False,vibe coding Claude,False,1,0,1,19,0,233,19
x,2040481606729642376,KAM0SH1RENA1,かもしれない,@oubagaku @Etheralz1 Vibe coding with Claude is surprisingly powerful. I recently made a little tool that I personally have wanted and it came out decently. Even if there's bugs just point it out and it'll help fix it for you.. It's like magic,Sat Apr 04 17:28:20 +0000 2026,https://x.com/i/status/2040481606729642376,False,vibe coding Claude,False,1,0,0,17,0,76,17
x,2040477936134873398,MrJavierJr,Javier Garcia Jr.,Day trading   Peptides   Claude   Vibe coding   MacBooks  Energy drinks   This is the new meta,Sat Apr 04 17:13:44 +0000 2026,https://x.com/i/status/2040477936134873398,False,vibe coding Claude,False,2,0,0,23,0,608,23
x,2040475701426463141,AnETHonian,KI_Evolution,"Ich kann nicht programmieren und habe doch Websites, Automationen und am Ende ein ganzes Business nur mit Agents gebaut. Darüber habe ich ein Buch geschrieben: gesagt. gebaut. —   Vibe Coding mit Claude Code. Kindle €9,99.   Ich hoffe, meine Erfahrungen helfen auch Dir. https://t.co/yOHppp1wAc",Sat Apr 04 17:04:52 +0000 2026,https://x.com/i/status/2040475701426463141,False,vibe coding Claude,True,0,0,1,17,0,44,17
x,2040474592934793391,adikwiatkowsky,Adrian Kwiatkowski,"GPT, Gemini, Claude w pakiecie PRO? Wciąż nie mam jednoznacznej odpowiedzi. Gdyby nie było Codexa to bym GPT skreślił, pomimo już historii - projekty bym przeniósł. GEMINI ma dostęp do LABa i daje masę dodatkowych usług. Claude no świetny Vibe Coding.",Sat Apr 04 17:00:27 +0000 2026,https://x.com/i/status/2040474592934793391,False,vibe coding Claude,False,0,0,1,88,0,728,88
x,2040473049108189622,geeky_partha,Partha,One of my colleague built an entire project using Claude code and left the company. Now I have to dive deep just to understand simple tasks.  Vibe coding is cool until you have to debug.,Sat Apr 04 16:54:19 +0000 2026,https://x.com/i/status/2040473049108189622,False,vibe coding Claude,False,1,0,0,10,0,64,10
x,2040470895257358408,AlexYagoubi,Alexandre Yagoubi Idrissi,"j'ai filé ma compta @Odoo à une IA Tout le monde m'a dit que j'étais fou 5h de vibe coding plus tard, elle tourne toute seule tous les jours à 17h. Je valide depuis mon tel en 30 sec 5h de setup. 100h gagnées par an. Merci @AnthropicAI pour claude in chrome et @fpodoo pour l'API https://t.co/pQ2nI1WG3J",Sat Apr 04 16:45:46 +0000 2026,https://x.com/i/status/2040470895257358408,False,vibe coding Claude,True,0,0,0,11,0,37,11
x,2040469475187708209,SteamVibeLtd,Petru | Steam Vibe,@sudoingX Not home to check but I've been using it mainly for writing tasks. Qwen3-Coder-Next has been more than great for coding and I have claude code audit the results.,Sat Apr 04 16:40:07 +0000 2026,https://x.com/i/status/2040469475187708209,False,vibe coding Claude,False,0,0,0,26,0,13,26
x,2040468652923687403,MEEcom44,MEEcom,"Exactly what I told you 24 hrs ago, usage is returning to norm. Go back to vibe coding hard now. Terminating Openclaw on Claude via Oauth was the right move @claudeai",Sat Apr 04 16:36:51 +0000 2026,https://x.com/i/status/2040468652923687403,False,vibe coding Claude,False,0,0,0,44,0,42,44
x,2040468554575692113,louqmanIA,Louqman,"Les limites de Claude Code sont revenues à la normale. J'ai passé la matinée en mode ""vibe coding"" avec Opus 4.6.  Anthropic a coupé les accès tiers comme OpenClaw aujourd'hui.  Le plan Max à 200 $/mois ressemble enfin à un plan Max à 200 $/mois. https://t.co/mCgEv0XZVU",Sat Apr 04 16:36:28 +0000 2026,https://x.com/i/status/2040468554575692113,False,vibe coding Claude,True,0,0,0,37,0,123,37
x,2040464993724854341,QFallenq,Tomek W,"@chillMSR @bridgemindai Well from my experience codex likes to write code that's worse optimized, for vibe coding it's better tho i believe cuz you can tell him simple instructions and it can create more stuff from that.. I'd love to see codex usage limits in claude code tho",Sat Apr 04 16:22:19 +0000 2026,https://x.com/i/status/2040464993724854341,False,vibe coding Claude,False,1,0,1,31,0,0,31
x,2040464983805530235,nidhiiiiihere,Nidhi Patidar,Spent the weekend vibe coding a simple calorie tracker for myself  to count calories + keep an eye on protein+iron  Built it on Claude and deployed via Vercel. Try this here -https://t.co/6YLzNw9rBI https://t.co/OEWALX8MyJ,Sat Apr 04 16:22:16 +0000 2026,https://x.com/i/status/2040464983805530235,False,vibe coding Claude,True,0,0,1,15,0,337,15
x,2040464793480638939,ShivamNegi37507,Shivam Negi,"Vibe coding a new web app 🚀 Built with Flask + React + PostgreSQL  Still in progress, but excited to share the journey. More updates soon 👀  #BuildInPublic #IndieDev #DevJourney #WebDev #FullStackDev #CodingLife #LearnInPublic #genAI #copilot #claude https://t.co/LYBoKHSCrS",Sat Apr 04 16:21:31 +0000 2026,https://x.com/i/status/2040464793480638939,False,vibe coding Claude,True,0,0,0,19,0,0,19
x,2040459891916382625,micromarmot,微型土拨鼠,🚨 Claude Code Max plan 用户 BridgeMind 实测：用 Claude Opus 4.6 vibe coding 一早仅27% session usage，weekly 8%。  这直接戳中你的痛点——$200/月订阅终于不白扔，限速正常=时间全在产出，少踩第三方坑多码AI策略bot。  • Anthropic 封 OpenClaw 等第三方后，Claude Code rate limits https://t.co/fh7c9rx18l,Sat Apr 04 16:02:02 +0000 2026,https://x.com/i/status/2040459891916382625,False,vibe coding Claude,True,0,0,0,51,0,564,51
x,2040457959650791844,sathwik_707,Sathwik,"Day 42 ✅  ""audio-visual vibe coding with qwen 3.5 omni"" https://t.co/nkol5gB2Al",Sat Apr 04 15:54:22 +0000 2026,https://x.com/i/status/2040457959650791844,False,vibe coding Claude,True,3,0,0,48,0,588,48
x,2040457850187907225,takazcao,Takaz Cao,Takazcao Portfolio Website Build With Claude Code Vibe Coding  Use  Next.js 15  TypeScript React 19 Tailwind CSS v4  shadcn/ui — New York style  Icons Lucide React Fonts Geist Sans + Geist Mono Dark modenext-themes Content Markdown files + gray-matter https://t.co/2nGiX99cdX,Sat Apr 04 15:53:56 +0000 2026,https://x.com/i/status/2040457850187907225,False,vibe coding Claude,False,0,0,1,23,0,289,23
x,2040456695336632692,chddaniel,Daniel Ch,"BREAKING: Shipper AI just got a major upgrade and it redefines vibe coding. From this point on, Claude Code Opus 4.6 in Shipper will build and run a full business *autonomously*.  We just launched Shipper as a way for Claude to:  → Build web/mobile apps and Chrome extensions → https://t.co/uv8ALePHjN",Sat Apr 04 15:49:20 +0000 2026,https://x.com/i/status/2040456695336632692,False,vibe coding Claude,True,2,0,3,164,1,22167,164
x,2040454545583804633,Moyuin1,Moyuin,假期是最适合 vibe coding 的时间，且结合 Claude Code，实现了有额度而做，无额度而息的美好生活,Sat Apr 04 15:40:48 +0000 2026,https://x.com/i/status/2040454545583804633,False,vibe coding Claude,False,0,0,0,18,0,16,18
x,2040454221699727696,claude_sidejob,Claude AI 副業ラボ,日本語で「こういう業務アプリ作って」→完成の世界。 この手のツール、日本語特化版はまだ出てない。  https://t.co/M6WbfYfYXU,Sat Apr 04 15:39:30 +0000 2026,https://x.com/i/status/2040454221699727696,False,vibe coding Claude,False,0,0,0,16,0,22,16
x,2040449725107761623,NikolasSapa,Nikolas Sapa,Vibe coding won't get you anywhere on its own.  The people winning right now aren't the best coders. They're the ones who can build AND market AND write AND think about distribution.  Technical skill used to be the edge. Now it's the baseline. Claude can write the code. What it,Sat Apr 04 15:21:38 +0000 2026,https://x.com/i/status/2040449725107761623,False,vibe coding Claude,False,2,0,0,22,0,526,22
x,2040448740125704333,FrancescoBuilds,Francesco | Outpile,@Veloxy_ai @buller_arthur Refactoring the monster spaghetti code I got from Claude in 3 months of vibe coding into a lean config driven app,Sat Apr 04 15:17:44 +0000 2026,https://x.com/i/status/2040448740125704333,False,vibe coding Claude,False,0,0,1,33,0,56,33
x,2040446248935698556,bridgemindai,BridgeMind,Claude Code rate limits are back to normal.  Been vibe coding with Claude Opus 4.6 on Claude Code all morning.   27% session usage. 8% weekly.   This time 3 days ago I'd be at 100% in under an hour.  Anthropic cut off third party harnesses like OpenClaw today.  $200 in extra https://t.co/cIumvj1Yzk,Sat Apr 04 15:07:50 +0000 2026,https://x.com/i/status/2040446248935698556,False,vibe coding Claude,True,784,37,136,43121,94,24860,43121
x,2040444284680208476,codewithrohit,Rohit Saluja,"the 10x vibe coder stack:  Claude Code + Cursor + MCP.  Claude Code: builds and debugs entire features. Cursor: AI-powered editor for real-time coding. MCP: connects everything to your tools.  together, you're not coding faster.  you're coding at a completely different level.",Sat Apr 04 15:00:01 +0000 2026,https://x.com/i/status/2040444284680208476,False,vibe coding Claude,False,0,0,1,11,0,84,11
x,2040440303400911193,jaywyawhare,Arinjay Wyawhare,Thanks .@Pseudo_Sid26 bhai for claude.   Aab hogi vibe coding. https://t.co/g19IXqtiwj,Sat Apr 04 14:44:12 +0000 2026,https://x.com/i/status/2040440303400911193,False,vibe coding Claude,True,3,0,3,81,0,1131,81
x,2040433899948368344,49agents,49 Agents - Agentic Coding IDE,"@NovaLystrix @gregisenberg this is the actual insight. vibe coding collapsed the build gap but distribution and taste are still 100% human. i see designers shipping with cursor, engineers shipping with claude code, but the ones winning are the ones who already knew how to talk to users. the tools changed,",Sat Apr 04 14:18:45 +0000 2026,https://x.com/i/status/2040433899948368344,False,vibe coding Claude,False,0,0,0,21,0,524,21
x,2040430904108110226,lofieth,lofi.eth,@moonpay @OpenWallet 24 hrs of vibe coding with claude,Sat Apr 04 14:06:51 +0000 2026,https://x.com/i/status/2040430904108110226,False,vibe coding Claude,False,0,0,0,16,0,6410,16
x,2040430487785664586,dino11,Dino,@svpino Same here. The vibe coding flow with Cursor hits different when you're just shipping features instead of fighting syntax.  What's your go-to when you burn through Claude? I usually switch to GPT-4 but it's not the same for complex refactors.,Sat Apr 04 14:05:12 +0000 2026,https://x.com/i/status/2040430487785664586,False,vibe coding Claude,False,0,0,0,126,0,531,126
x,2040429270514729098,vibetyper,Vibe Typer,"Easter Friday coding project idea:  Instead of typing prompts to Claude/Cursor/Copilot, try speaking them.  You talk at ~150 WPM. You type at ~40 WPM. 3.5x more context per minute into your AI assistant.  https://t.co/SdIm1vTL4E",Sat Apr 04 14:00:22 +0000 2026,https://x.com/i/status/2040429270514729098,False,vibe coding Claude,False,0,0,0,23,0,10,23
x,2040424576434188378,leozeferino85,Leo Zeferino | IA & Vibe Coding,"A Anthropic acabou de lançar algo verdadeiramente histórico: o Claude Mythos 5 com dez trilhões de parâmetros.   Não é só mais um modelo grande.   É o primeiro modelo reconhecido a chegar nessa escala, e foi feito propositalmente para trabalhar em situações onde erros não são",Sat Apr 04 13:41:42 +0000 2026,https://x.com/i/status/2040424576434188378,False,vibe coding Claude,False,0,0,0,31,0,311,31
x,2040423678224044503,PermiOG,𝐏𝐄𝐑𝐌𝐈,Vibe coding in excel &gt; whatever this new lazy era of Claude slop is,Sat Apr 04 13:38:08 +0000 2026,https://x.com/i/status/2040423678224044503,False,vibe coding Claude,False,1,0,1,73,0,637,73
x,2040422273715261456,michaeal6794258,Mage Noir,@Pirat_Nation All the Ai bros in the comment that used chatpgt once to have an ai girlfriend or vibe coding with Claude pretending that they know how to make a game... Absolutely down syndrome,Sat Apr 04 13:32:33 +0000 2026,https://x.com/i/status/2040422273715261456,False,vibe coding Claude,False,10,0,1,777,1,90,777
x,2040415407019024426,Personuo,Personuo,25年9月是 claude 4.5出来的日期，我感觉vibe coding的很多流程和方案在这个之后才成为了真正可用的工程实现。,Sat Apr 04 13:05:16 +0000 2026,https://x.com/i/status/2040415407019024426,False,vibe coding Claude,False,1,0,0,29,0,542,29
x,2040405486080872912,MightyMogomra,Mogomra (e/acc),"Vibe coding is fantastic if you're throwing together quick tools or test scripts or something, but if Krita starts merging vibe coded patches left and right it's going to go down in flames very quickly.  Just look at Claude Code perf vs Primegen's half-assed single day TUI test",Sat Apr 04 12:25:51 +0000 2026,https://x.com/i/status/2040405486080872912,False,vibe coding Claude,False,4,0,1,226,0,2295,226
x,2040404174030983439,AleksejAros,Alex Yarosh · AI expert · CEO of AI Studio,"@Alomgir_Hasan__ @SirmonyD001 Love the concept! ""Vibe coding"" is exactly how I've been building with AI since Claude/GPT got good - describe the vision, let AI handle the grunt work, focus on the creative problem-solving. Curious how you're handling the real-time table management piece? That's always the",Sat Apr 04 12:20:38 +0000 2026,https://x.com/i/status/2040404174030983439,False,vibe coding Claude,False,0,0,0,13,0,361,13
x,2040400033216913621,SpencerTarring,Spencer Tarring,"CrowdStack in one sentence: a nightlife operations platform to help clubs and restaurants run their tables, marketing, and ops.  But how did we build it? Vibe coding.  Remember when ChatGPT changed how we write? Vibe coding is that — but for building software.  You describe what https://t.co/poSFYzUq6s",Sat Apr 04 12:04:11 +0000 2026,https://x.com/i/status/2040400033216913621,False,vibe coding Claude,True,0,0,0,18,0,26,18
x,2040399459062825250,emanueledpt,Emanuele Di Pietro,@Ui_meesha @OpenAI codex for everything besides UI claude for UI and fast vibe coding where you don’t care about quality,Sat Apr 04 12:01:54 +0000 2026,https://x.com/i/status/2040399459062825250,False,vibe coding Claude,False,1,0,0,54,0,8312,54
x,2040399298584564057,tobiasfendt_,Tobias Fendt,unpopular opinion: i just hit $47k this month and most people won't believe it came from vibe coding  i'm not grinding 14 hour days... i'm letting claude skills run while i sleep  setup claude api &gt; antigravity automation &gt; mac mini never stops  try building something that works,Sat Apr 04 12:01:16 +0000 2026,https://x.com/i/status/2040399298584564057,False,vibe coding Claude,False,0,0,0,45,0,49,45
x,2040398925874524327,VadimFerderer,Vadim Ferderer,"@ai_ops_lead @guybedo @om_patel5 Really, the verbose version first? I have skills for markup and code minimalism; Claude outputs code by now that is almost as good as my own. It doesn't work with vibe coding, however. I always design the entire app with my Matryoshka architecture first: https://t.co/f0RzRy69t9",Sat Apr 04 11:59:47 +0000 2026,https://x.com/i/status/2040398925874524327,False,vibe coding Claude,False,0,0,0,66,1,19,66
x,2040396975539888289,cscdegen,AGI Birther,"I no longer have imposter syndrome in coding or even vibe coding, this is so bad, it's a vibe coded wordpress site with no central source of truth, sequential user IDs and every endpoint is public, I heard they paid 50k for it, somebody's getting fired 🤣🤣",Sat Apr 04 11:52:02 +0000 2026,https://x.com/i/status/2040396975539888289,False,vibe coding Claude,False,1,0,0,31,0,52,31
x,2040393148031991920,ubrals,Miguel O'Hara,"Forget Cursor and Claude Code, Google Antigravity is the perfect example of vibe coding https://t.co/zMPTqLAKzL",Sat Apr 04 11:36:49 +0000 2026,https://x.com/i/status/2040393148031991920,False,vibe coding Claude,False,0,0,0,31,0,750,31
x,2040391697893343292,fulldividends,fulldividends,vibe coding costs are high nowadays  $100/mo Claude sub $20 chatgpt sub $25k in tokens stolen by infected packages Claude happily downloaded,Sat Apr 04 11:31:04 +0000 2026,https://x.com/i/status/2040391697893343292,False,vibe coding Claude,False,3,0,0,347,0,1514,347
x,2040391250914795603,maxglassie,Max Glassie,"@bcherny I don’t understand… isn’t that the existing situation? Can’t use personal subscriptions, can use API key?   I use Claude Subscription for vibe coding and I’m getting so much value. It’s a great deal. Makes sense that person on keys is a subscription. Having SO much fun.   I use",Sat Apr 04 11:29:17 +0000 2026,https://x.com/i/status/2040391250914795603,False,vibe coding Claude,False,0,0,0,262,0,244,262
x,2040390868465586411,sefa_ai,Sefa,"SIFIRDAN VIBE CODING - GÜN 14  Session başında verdiğin mimari karar, 50 mesaj sonra Claude’un radarından çıkar. Silinmiyor, sadece artık bakılmıyor. “Lost in the middle” problemi bu ve her vibecoder bir gün bununla yüzleşiyor.  1. Motor nasıl çalışıyor? Claude, contextin başına",Sat Apr 04 11:27:46 +0000 2026,https://x.com/i/status/2040390868465586411,False,vibe coding Claude,False,31,2,8,2266,27,2355,2266
x,2040390370622656541,RZLHongKong,Ray Chu Love Hong Kong ✝️,"Today I’m using Claude code to vibe coding my research on ZIRP and at the same time brewing milk tea in the kitchen   Apparently it doesn’t work again as usual, and I had to send a sub agent to clean it up https://t.co/il6OmjObJz",Sat Apr 04 11:25:47 +0000 2026,https://x.com/i/status/2040390370622656541,False,vibe coding Claude,True,0,0,0,25,0,5044,25
x,2040389423297175993,groggigigi,Aanthanur DC,@OscarsWild1 @OzzmanOsgood @grok I pay claude because i use it to test vibe coding. And i ran out of tokens. And opus is a bit less error prone. Not for you. That would be a waste of time. I also pay gpt and rarely use it for you. In gpt i make the documentation. The design documents,Sat Apr 04 11:22:01 +0000 2026,https://x.com/i/status/2040389423297175993,False,vibe coding Claude,False,0,0,1,14,0,72,14
x,2040388114275840432,preetham_eth,Preetham,"I didn't go college post 12th grade but most of my friends who are engineering colleges sadly have no idea about vibe coding.  Super under confident, thinks ai will take their job but donno how. There should be some way to educate all these folks.  No one talks about how India",Sat Apr 04 11:16:49 +0000 2026,https://x.com/i/status/2040388114275840432,False,vibe coding Claude,False,0,0,0,128,0,1832,128
x,2040387708246249555,AIorObsolete,AI or Obsolete,"@jasonlk For SaaS products sold to thousands of customers, agreed. The bar is different.  But for internal enterprise systems, vibe coding already works.  I am not a developer. I run operations for a fashion brand across 4 markets. I have built production systems in Claude and Make that",Sat Apr 04 11:15:12 +0000 2026,https://x.com/i/status/2040387708246249555,False,vibe coding Claude,False,0,0,0,13,0,78,13
x,2040387013887889652,chddaniel,Daniel Ch,"🚨🚨 Vibe Coding 2.0 is here.  From today on, Claude Opus 4.6 in Shipper can build and run a full business by itself, without any human contact.  We just launched Shipper. It's a tool for Claude to:  → Build web/mobile apps and Chrome extensions → Code, design, monetize, launch https://t.co/cYrpFoQ7yK",Sat Apr 04 11:12:27 +0000 2026,https://x.com/i/status/2040387013887889652,False,vibe coding Claude,True,9,2,4,552,4,22167,552
x,2040385675028255119,mhknft,mhk 發,spent hours vibe coding with claude  now i understand why people are addicted to this,Sat Apr 04 11:07:08 +0000 2026,https://x.com/i/status/2040385675028255119,False,vibe coding Claude,False,95,1,45,5383,0,82558,5383
x,2040380880842268687,ryo_vibecoding,Ryo｜AI 開発 × Vibe Coding,ローカルや開発用途では Claude Agent SDK は依然としてサブスクリプションを利用可能ですよね？  という質問に対して、はい、今明確にするために作業中ですとのこと。  今明文化されてない中ではまだリスクが伴うけど流れ的には使える方向に調整してると読めそう。  様子見は継続だけど楽しみ。,Sat Apr 04 10:48:05 +0000 2026,https://x.com/i/status/2040380880842268687,False,vibe coding Claude,False,1,0,0,107,0,785,107
x,2040380136919609813,mananpujara123,Manan,"Vibe coding isn’t just telling Claude Code “build this” and hoping for magic. This playlist shows how .md, YAML, and JSON files shape agent behavior and why structured files are the real foundation of good vibe coding.  follow for more #vibecode  https://t.co/5QFGeKX2IN",Sat Apr 04 10:45:07 +0000 2026,https://x.com/i/status/2040380136919609813,False,vibe coding Claude,False,0,0,0,27,0,15,27
x,2040376137369727323,claude_sidejob,Claude AI 副業ラボ,Cursorは日本語で指示できる。 土日2日でMVP作って月曜に公開、マジでいける。  https://t.co/0V2zsnrvDT,Sat Apr 04 10:29:14 +0000 2026,https://x.com/i/status/2040376137369727323,False,vibe coding Claude,False,1,0,0,32,0,22,32
x,2040375341072711798,claude_sidejob,Claude AI 副業ラボ,日本語で「こういう業務アプリ作って」→完成の世界。 この手のツール、日本語特化版はまだ出てない。  https://t.co/M6WbfYfYXU,Sat Apr 04 10:26:04 +0000 2026,https://x.com/i/status/2040375341072711798,False,vibe coding Claude,False,0,0,1,13,0,22,13
x,2040374202893586559,donsapzy,DONSAPZY,"@_makkiee Definitely Claude for copywriting, planning, creating, vibe coding,calendar planning and it's more user Friendly 😌 the only thing I know chat gpt is still better than it now is still image creation and I know that would change soon",Sat Apr 04 10:21:32 +0000 2026,https://x.com/i/status/2040374202893586559,False,vibe coding Claude,False,1,0,0,12,0,94,12
x,2040374071381094876,bjorndbuilder,Bjorn 👨‍💻,"Hot take: The vibe coding hype will die.  Every CEO, VC, indie hacker and their mother are vibe coding ""products"" now. In the process, people are learning what it means to do real software engineering.   Yes, you can vibe together a small tool or proof of concept that works.  It",Sat Apr 04 10:21:01 +0000 2026,https://x.com/i/status/2040374071381094876,False,vibe coding Claude,False,0,0,3,70,0,24,70
x,2040490861805326529,carlosvillu,Carlos Villuendas,"Instalacion en Claude Code:  /plugin marketplace add addyosmani/agent-skills /plugin install agent-skills@addy-agent-skills  Compatible con Cursor, Windsurf, GitHub Copilot y cualquier agente que acepte prompts en Markdown.  MIT license. De Addy Osmani, que es Google Chrome.",Sat Apr 04 18:05:06 +0000 2026,https://x.com/i/status/2040490861805326529,False,Claude Code agent,False,0,0,0,12,0,3393,12
x,2040487270227280306,thecsguy,nick,@garrytan nothing humbles a dev faster than watching a headless agent loop on a captcha you could've solved in 2 seconds. steerable + claude code is basically a dev mech suit,Sat Apr 04 17:50:50 +0000 2026,https://x.com/i/status/2040487270227280306,False,Claude Code agent,False,0,0,0,20,0,3163,20
x,2040487146771894698,enolan,Echo Nolan,"Agent take: - Claude Code: writes adequate code with sufficient prompting, good vibes, subagents work well, quite smart. Primary tool. - Codex: writes atrocious code regardless of what you do, kind of annoying to talk to, substantially better at math. Mostly useful for review.",Sat Apr 04 17:50:20 +0000 2026,https://x.com/i/status/2040487146771894698,False,Claude Code agent,False,0,0,0,18,0,418,18
x,2040486709897609284,tookiga,N,"One practical use of the new Codex plugin in Claude Code is,  I’m starting to think of /codex:rescue less as a feature and more as a recovery pattern.  When the current planning or coding branch feels off, getting a second pass from a different agent is often better.",Sat Apr 04 17:48:36 +0000 2026,https://x.com/i/status/2040486709897609284,False,Claude Code agent,False,0,0,0,17,0,13,17
x,2040486661922943416,arnaudmercier,Arnaud Mercier - #Entrepreneur,Cursor Launches a New AI Agent Experience to Take On Claude Code and Codex https://t.co/wS7kc3efQY,Sat Apr 04 17:48:25 +0000 2026,https://x.com/i/status/2040486661922943416,False,Claude Code agent,False,1,0,1,19,0,37626,19
x,2040486486638780539,Tinolle,Milos Constantin ♏(@Tinolle hachyderm.io ),Claude Code Architecture Study https://t.co/gZ9tQYP7sW,Sat Apr 04 17:47:43 +0000 2026,https://x.com/i/status/2040486486638780539,False,Claude Code agent,False,0,0,0,14,0,3236,14
x,2040486421807444456,LeifErikH,Leif-Erik Hvide,"Read this twice.  The era of sharing repos is ending. The era of sharing ideas is starting.  Code rots. Dependencies break. READMEs go stale. But a well-written idea? You hand it to Claude Code, Cursor, whatever agent you use — and it builds a version tailored to your stack, your",Sat Apr 04 17:47:28 +0000 2026,https://x.com/i/status/2040486421807444456,False,Claude Code agent,False,0,0,0,9,0,182,9
x,2040486068122710225,DevaCodeX,Deva,"5️⃣ Cursor 3 just dropped — a full rebuild around multi-agent coding. Spin up fleets of AI agents across repos from desktop, mobile, Slack &amp; GitHub. Taking direct aim at Claude Code and Codex. https://t.co/YU4D3URBks #Cursor #AICoding",Sat Apr 04 17:46:03 +0000 2026,https://x.com/i/status/2040486068122710225,False,Claude Code agent,False,0,0,0,19,0,4,19
x,2040485446795350449,OrangeGooey,🍊,so apparently hermes agent can still go largely undetected by claude code as far as the recent rule tightening where oauth subscription isn’t allowed in 3rd party providers..   i’m sure that will change soon.   i’ll be sticking with gpt 5.4 oAuth and kimi 2.5 api for architecting https://t.co/VnZHVvdmTx,Sat Apr 04 17:43:35 +0000 2026,https://x.com/i/status/2040485446795350449,False,Claude Code agent,True,5,1,0,49,0,7010,49
x,2040484520600981799,innoworkspro,Innoworkspro,"Leaked Claude source code restored locally: agent team autonomously analyzes its own architecture, features &amp; ""Dream"" module in real-time. Pure AI self-introspection. What a time. https://t.co/Odl1IDkYUr",Sat Apr 04 17:39:54 +0000 2026,https://x.com/i/status/2040484520600981799,False,Claude Code agent,True,0,0,0,21,0,155,21
x,2040483843791053118,bilmenotes,Bilal Meziani,كثير من الناس عندما يرون عبارة بديل Claude يظنون أن الشخص يتحدث عن بديل لنموذج Claude نفسه (LLM)، بينما في الواقع كثير من هذه الأدوات ليست نموذجا ، بل مجرد منتج/واجهة/وكيل (Agent tool) ينافس أداة من أدوات Claude مثل Claude Code، وليس Claude كنموذج ذكاء اصطناعي,Sat Apr 04 17:37:13 +0000 2026,https://x.com/i/status/2040483843791053118,False,Claude Code agent,False,0,0,0,6,0,30,6
x,2040482137640522198,agentxagi,Agent X AGI,@tom_doerr @agentxagi insights: Architecture study of Claude Code CLI agent  https://t.co/z5WmVW0Wo7 https://t.co/9ifBg9Gz8k — our multi-agent framework handles this with modular handoff protocols. Would love to discuss further.,Sat Apr 04 17:30:26 +0000 2026,https://x.com/i/status/2040482137640522198,False,Claude Code agent,True,0,0,0,21,0,354,21
x,2040482083425091623,brainmirrorai,BrainMirror AI,"3/ Sandboxes solve the autonomy problem  The hardest trust problem with coding agents isn't tool access, it's what happens when the agent takes action. Installing packages, modifying configs, deleting files, and running Docker containers inside Docker are all things Claude Code",Sat Apr 04 17:30:13 +0000 2026,https://x.com/i/status/2040482083425091623,False,Claude Code agent,False,0,0,1,15,0,33,15
x,2040481988323238267,49agents,49 Agents - Agentic Coding IDE,"@ignaciojb @rudrank @cursor_ai @OpenAI @claudeai curious what benchmarks you saw. been running the same prompts across cursor, claude code, and openai side by side and the diff is smaller than people think. the agent wrappers matter more than the model for coding tasks. what specific tests were you looking at",Sat Apr 04 17:29:50 +0000 2026,https://x.com/i/status/2040481988323238267,False,Claude Code agent,False,3,0,0,34,0,524,34
x,2040481969788858380,atm_985,atm_985,@dontbesilent Claude code和 Codex 迷惑人心。  编码只是 AI Agent 领域中极小极小的一个部分。,Sat Apr 04 17:29:46 +0000 2026,https://x.com/i/status/2040481969788858380,False,Claude Code agent,False,0,0,0,18,0,19,18
x,2040481668407197798,Suryanshti777,Suryansh Tiwari,Most people use Claude to write code.  Few use it to build entire projects automatically.  These GitHub repos turn Claude into: • a coding agent • a PR reviewer • a project generator • an autonomous dev team  Best GitHub repos for Claude Code (Top 10):  1. Claude Code https://t.co/1Pazd8RVLs,Sat Apr 04 17:28:34 +0000 2026,https://x.com/i/status/2040481668407197798,False,Claude Code agent,True,8,6,0,550,6,29740,550
